minute,charge_flag_bf,discharge_flag_bf
569,0,0
570,0,0
571,0,0
572,0,0
573,0,0
574,0,0
575,0,0
576,0,0
577,0,0
578,0,0
579,0,0
580,0,0
581,0,0
582,0,0
583,0,0
584,0,0
585,0,0
586,0,0
587,0,0
588,0,0
589,0,0
590,0,0
591,0,0
592,0,0
593,0,0
594,0,0
595,0,0
596,0,0
597,0,0
598,0,0
599,0,0
600,0,0
601,0,0
602,0,0
603,0,0
604,0,0
605,0,0
606,0,0
607,0,0
608,0,0
609,0,0
610,50,0
611,50,0
612,50,0
613,50,0
614,50,0
615,50,0
616,50,0
617,50,0
618,0,0
619,0,0
620,0,0
621,50,0
622,50,0
623,50,0
624,50,0
625,50,0
626,50,0
627,50,0
628,0,50
629,0,50
630,0,50
631,0,50
632,0,50
633,0,50
634,0,50
635,0,50
636,50,0
637,50,0
638,50,0
639,50,0
640,50,0
641,50,0
642,50,0
643,50,0
644,50,0
645,50,0
646,50,0
647,50,0
648,50,0
649,50,0
650,50,0
651,50,0
652,50,0
653,50,0
654,50,0
655,50,0
656,50,0
657,50,0
658,50,0
659,50,0
660,50,0
661,50,0
662,50,0
663,50,0
664,50,0
665,50,0
666,50,0
667,50,0
668,50,0
669,50,0
670,50,0
671,50,0
672,50,0
673,50,0
674,50,0
675,50,0
676,50,0
677,50,0
678,50,0
679,50,0
680,50,0
681,50,0
682,50,0
683,50,0
684,50,0
685,50,0
686,50,0
687,50,0
688,50,0
689,50,0
690,50,0
691,50,0
692,50,0
693,50,0
694,50,0
695,50,0
696,50,0
697,50,0
698,50,0
699,50,0
700,50,0
701,50,0
702,50,0
703,50,0
704,50,0
705,50,0
706,50,0
707,50,0
708,50,0
709,50,0
710,50,0
711,50,0
712,50,0
713,50,0
714,50,0
715,50,0
716,50,0
717,50,0
718,50,0
719,50,0
720,50,0
721,50,0
722,50,0
723,50,0
724,50,0
725,50,0
726,50,0
727,50,0
728,50,0
729,50,0
730,50,0
731,50,0
732,50,0
733,50,0
734,50,0
735,50,0
736,50,0
737,50,0
738,50,0
739,50,0
740,50,0
741,50,0
742,50,0
743,50,0
744,50,0
745,50,0
746,50,0
747,50,0
748,50,0
749,50,0
750,50,0
751,50,0
752,50,0
753,50,0
754,50,0
755,50,0
756,50,0
757,50,0
758,50,0
759,50,0
760,50,0
761,50,0
762,50,0
763,50,0
764,50,0
765,50,0
766,50,0
767,50,0
768,50,0
769,50,0
770,50,0
771,50,0
772,50,0
773,50,0
774,50,0
775,50,0
776,50,0
777,50,0
778,50,0
779,50,0
780,50,0
781,50,0
782,50,0
783,50,0
784,50,0
785,50,0
786,50,0
787,50,0
788,50,0
789,50,0
790,50,0
791,50,0
792,50,0
793,50,0
794,50,0
795,50,0
796,50,0
797,50,0
798,50,0
799,50,0
800,50,0
801,50,0
802,50,0
803,50,0
804,50,0
805,50,0
806,50,0
807,50,0
808,50,0
809,50,0
810,50,0
811,50,0
812,50,0
813,50,0
814,50,0
815,50,0
816,50,0
817,50,0
818,50,0
819,50,0
820,0,50
821,0,50
822,0,50
823,0,50
824,0,0
825,0,0
826,0,0
827,0,0
828,0,0
829,0,0
830,0,0
831,50,0
832,50,0
833,50,0
834,50,0
835,50,0
836,50,0
837,50,0
838,50,0
839,50,0
840,50,0
841,0,50
842,0,50
843,0,50
844,0,50
845,0,50
846,0,50
847,0,50
848,0,50
849,0,50
850,0,50
851,0,50
852,0,50
853,0,50
854,0,50
855,0,50
856,0,50
857,0,50
858,0,50
859,0,50
860,0,50
861,0,50
862,0,50
863,0,50
864,0,50
865,0,50
866,0,50
867,0,50
868,0,50
869,0,50
870,0,50
871,0,50
872,0,50
873,0,50
874,0,50
875,0,50
876,0,50
877,0,50
878,0,50
879,0,50
880,0,50
881,0,50
882,0,50
883,0,50
884,0,50
885,0,50
886,0,50
887,0,50
888,0,50
889,0,50
890,0,50
891,0,50
892,0,50
893,0,50
894,0,50
895,0,50
896,0,50
897,0,50
898,0,50
899,0,50
900,0,50
901,0,50
902,0,50
903,0,50
904,50,0
905,50,0
906,50,0
907,50,0
908,50,0
909,50,0
910,50,0
911,50,0
912,50,0
913,50,0
914,50,0
915,50,0
916,50,0
917,50,0
918,50,0
919,50,0
920,50,0
921,50,0
922,50,0
923,50,0
924,50,0
925,50,0
926,50,0
927,50,0
928,50,0
929,50,0
930,50,0
931,50,0
932,50,0
933,50,0
934,50,0
935,50,0
936,50,0
937,50,0
938,50,0
939,50,0
940,50,0
941,50,0
942,50,0
943,50,0
944,0,50
945,0,50
946,0,50
947,0,50
948,0,50
949,50,0
950,50,0
951,50,0
952,50,0
953,50,0
954,50,0
955,50,0
956,50,0
957,50,0
958,50,0
959,0,50
960,50,0
961,50,0
962,50,0
963,50,0
964,50,0
965,50,0
966,50,0
967,50,0
968,50,0
969,50,0
970,50,0
971,50,0
972,50,0
973,50,0
974,50,0
975,50,0
976,50,0
977,50,0
978,50,0
979,50,0
980,50,0
981,50,0
982,50,0
983,50,0
984,50,0
985,50,0
986,50,0
987,50,0
988,50,0
989,50,0
990,50,0
991,50,0
992,50,0
993,50,0
994,50,0
995,50,0
996,50,0
997,50,0
998,50,0
999,50,0
1000,50,0
1001,50,0
1002,50,0
1003,50,0
1004,50,0
1005,50,0
1006,50,0
1007,50,0
1008,50,0
1009,50,0
1010,50,0
1011,50,0
1012,50,0
1013,50,0
1014,50,0
1015,50,0
1016,50,0
1017,50,0
1018,50,0
1019,50,0
1020,50,0
1021,50,0
1022,50,0
1023,50,0
1024,50,0
1025,50,0
1026,50,0
1027,50,0
1028,50,0
1029,50,0
1030,50,0
1031,50,0
1032,50,0
1033,50,0
1034,50,0
1035,50,0
1036,50,0
1037,50,0
1038,50,0
1039,50,0
1040,50,0
1041,50,0
1042,50,0
1043,50,0
1044,50,0
1045,50,0
1046,50,0
1047,50,0
1048,50,0
1049,50,0
1050,50,0
1051,50,0
1052,50,0
1053,50,0
1054,50,0
1055,50,0
1056,50,0
1057,50,0
1058,50,0
1059,50,0
1060,50,0
1061,50,0
1062,50,0
1063,50,0
1064,50,0
1065,50,0
1066,50,0
1067,50,0
1068,50,0
1069,50,0
1070,50,0
1071,50,0
1072,50,0
1073,50,0
1074,50,0
1075,50,0
1076,50,0
1077,50,0
1078,50,0
1079,50,0
1080,50,0
1081,50,0
1082,50,0
1083,50,0
1084,50,0
1085,50,0
1086,50,0
1087,50,0
1088,50,0
1089,50,0
1090,0,0
1091,0,0
1092,0,0
1093,0,0
1094,0,0
1095,0,0
1096,0,0
1097,0,0
1098,0,0
1099,0,0
1100,0,0
1101,0,0
1102,0,0
1103,0,0
1104,0,0
1105,0,0
1106,0,0
1107,0,0
1108,0,0
1109,0,0
1110,0,0
1111,0,0
1112,0,0
1113,0,0
1114,0,0
1115,0,0
1116,0,0
1117,0,0
1118,0,0
1119,0,0
1120,0,0
1121,0,0
1122,0,0
1123,0,0
1124,0,0
1125,0,0
1126,0,0
1127,0,0
1128,0,0
1129,0,0
1130,0,0
1131,0,0
1132,0,0
1133,0,0
1134,0,0
1135,0,0
1136,0,0
1137,0,0
1138,0,0
1139,0,0
1140,0,0
1141,0,0
1142,0,0
1143,0,0
1144,0,0
1145,0,0
1146,0,0
1147,0,0
1148,0,0
1149,0,0
1150,0,0
1151,0,0
1152,0,0
1153,0,0
1154,0,0
1155,0,0
1156,0,0
1157,0,0
1158,0,0
1159,0,0
1160,0,0
1161,0,0
1162,0,0
1163,0,0
1164,0,0
1165,0,0
1166,0,0
1167,0,0
1168,0,0
1169,0,0
1170,0,0
1171,0,0
1172,0,0
1173,0,0
1174,0,0
1175,0,0
1176,0,0
1177,0,0
1178,0,0
1179,0,0
1180,0,0
1181,0,0
1182,0,0
1183,0,0
1184,0,0
1185,0,0
1186,0,0
1187,0,0
1188,0,0
1189,0,0
1190,0,0
1191,0,0
1192,0,0
1193,0,0
1194,0,0
1195,0,0
1196,0,0
1197,0,0
1198,0,0
1199,0,0
1200,0,0
1201,0,0
1202,0,0
1203,0,0
1204,0,0
1205,0,0
1206,0,0
1207,0,0
1208,0,0
1209,0,0
1210,0,0
1211,0,0
1212,0,0
1213,0,0
1214,0,0
1215,0,0
1216,0,0
1217,0,0
1218,0,0
1219,0,0
1220,0,0
1221,0,0
1222,0,0
1223,0,0
1224,0,0
1225,0,0
1226,0,0
1227,0,0
1228,0,0
1229,0,0
1230,0,0
1231,0,0
1232,0,0
1233,0,0
1234,0,0
1235,0,0
1236,0,0
1237,0,0
1238,0,0
1239,0,0
1240,0,0
1241,0,0
1242,0,0
1243,0,0
1244,0,0
1245,0,0
1246,0,0
1247,0,0
1248,0,0
1249,0,0
1250,0,0
1251,0,0
1252,0,0
1253,0,0
1254,0,0
1255,0,0
1256,0,0
1257,0,0
1258,0,0
1259,0,0
1260,0,0
1261,0,0
1262,0,0
1263,0,0
1264,0,0
1265,0,0
1266,0,0
1267,0,0
1268,0,0
1269,0,0
1270,0,0
1271,0,0
1272,0,0
1273,0,0
1274,0,0
1275,0,0
1276,0,0
1277,0,0
1278,0,0
1279,0,0
1280,0,0
1281,0,0
1282,0,0
1283,0,0
1284,0,0
1285,0,0
1286,0,0
1287,0,0
1288,0,0
1289,0,0
1290,0,0
1291,0,0
1292,0,0
1293,0,0
1294,0,0
1295,0,0
1296,0,0
1297,0,0
1298,0,0
1299,0,0
1300,0,0
1301,0,0
1302,0,0
1303,0,0
1304,0,0
1305,0,0
1306,0,0
1307,0,0
1308,0,0
1309,0,0
1310,0,0
1311,0,0
1312,0,0
1313,0,0
1314,0,0
1315,0,0
1316,0,0
1317,0,0
1318,0,0
1319,0,0
1320,0,0
1321,0,0
1322,0,0
1323,0,0
1324,0,0
1325,0,0
1326,0,0
1327,0,0
1328,0,0
1329,0,0
1330,0,0
1331,0,0
1332,0,0
1333,0,0
1334,0,0
1335,0,0
1336,0,0
1337,0,0
1338,0,0
1339,0,0
1340,0,0
1341,0,0
1342,0,0
1343,0,0
1344,0,0
1345,0,0
1346,0,0
1347,0,0
1348,0,0
1349,0,0
1350,0,0
1351,0,0
1352,0,0
1353,0,0
1354,0,0
1355,0,0
1356,0,0
1357,0,0
1358,0,0
1359,0,0
1360,0,0
1361,0,0
1362,0,0
1363,0,0
1364,0,0
1365,0,0
1366,0,0
1367,0,0
1368,0,0
1369,0,0
1370,0,0
1371,0,0
1372,0,0
1373,0,0
1374,0,0
1375,0,0
1376,0,0
1377,0,0
1378,0,0
1379,0,0
1380,0,0
1381,0,0
1382,0,0
1383,0,0
1384,0,0
1385,0,0
1386,0,0
1387,0,0
1388,0,0
1389,0,0
1390,0,0
1391,0,0
1392,0,0
1393,0,0
1394,0,0
1395,0,0
1396,0,0
1397,0,0
1398,0,0
1399,0,0
1400,0,0
1401,0,0
1402,0,0
1403,0,0
1404,0,0
1405,0,0
1406,0,0
1407,0,0
1408,0,0
1409,0,0
1410,0,0
1411,0,0
1412,0,0
1413,0,0
1414,0,0
1415,0,0
1416,0,0
1417,0,0
1418,0,0
1419,0,0
1420,0,0
1421,0,0
1422,0,0
1423,0,0
1424,0,0
1425,0,0
1426,0,0
1427,0,0
1428,0,0
1429,0,0
1430,0,0
1431,0,0
1432,0,0
1433,0,0
1434,0,0
1435,0,0
1436,0,0
1437,0,0
1438,0,0
1439,0,0
